user_id,signup_date,first_seen_date,last_seen_date,user_segment,age_bucket,primary_device_type,primary_os,country,region,city,is_kids_profile,updated_at
user_1620,2025-07-05,2025-07-05,2025-11-04,kids,25-34,desktop,Windows,US,CA,Los Angeles,True,2025-11-04
user_1621,2025-07-18,2025-07-18,2025-11-18,premium,35-44,desktop,Windows,US,NY,New York,False,2025-11-18
user_1622,2025-11-09,2025-11-09,2026-04-22,premium,18-24,tablet,iOS,CA,ON,Toronto,False,2026-04-22
user_1623,2025-02-17,2025-02-17,2025-05-18,premium,55+,mobile,iOS,UK,ENG,London,False,2025-05-18
user_1624,2025-02-19,2025-02-19,2025-08-06,ad_supported,45-54,tablet,Android,UK,ENG,London,False,2025-08-06
user_1625,2025-03-16,2025-03-16,2025-08-11,ad_supported,35-44,desktop,macOS,CA,ON,Toronto,False,2025-08-11
user_1626,2025-09-29,2025-09-29,2026-01-17,ad_supported,45-54,mobile,Android,UK,SCT,Edinburgh,False,2026-01-17
user_1627,2025-07-16,2025-07-16,2025-10-04,ad_supported,35-44,tablet,iOS,UK,ENG,London,False,2025-10-04
user_1628,2025-08-03,2025-08-03,2025-08-14,ad_supported,55+,desktop,macOS,US,CA,Los Angeles,False,2025-08-14
user_1629,2025-04-30,2025-04-30,2025-08-27,ad_supported,18-24,desktop,Linux,US,NY,New York,False,2025-08-27
user_1630,2025-01-04,2025-01-04,2025-01-24,ad_supported,13-17,desktop,Linux,UK,ENG,London,False,2025-01-24
user_1631,2025-06-07,2025-06-07,2025-06-27,ad_supported,25-34,tv,Android TV,US,NY,New York,False,2025-06-27
user_1632,2025-06-21,2025-06-21,2025-09-03,ad_supported,18-24,desktop,Linux,UK,ENG,London,False,2025-09-03
user_1633,2025-03-25,2025-03-25,2025-08-10,premium,13-17,desktop,Windows,CA,ON,Toronto,False,2025-08-10
user_1634,2025-09-18,2025-09-18,2026-03-17,ad_supported,18-24,tv,tvOS,CA,BC,Vancouver,False,2026-03-17
user_1635,2025-05-21,2025-05-21,2025-07-09,premium,18-24,tablet,iOS,CA,BC,Vancouver,False,2025-07-09
user_1636,2025-04-24,2025-04-24,2025-04-26,ad_supported,13-17,tablet,Android,US,NY,New York,False,2025-04-26
user_1637,2025-11-18,2025-11-18,2025-12-28,premium,45-54,mobile,iOS,CA,ON,Toronto,False,2025-12-28
user_1638,2025-01-15,2025-01-15,2025-03-12,kids,45-54,desktop,Linux,US,WA,Seattle,True,2025-03-12
user_1639,2025-09-10,2025-09-10,2025-12-02,premium,25-34,tv,tvOS,US,WA,Seattle,False,2025-12-02
user_1640,2025-09-23,2025-09-23,2025-10-15,ad_supported,18-24,tablet,Android,CA,ON,Toronto,False,2025-10-15
user_1641,2025-02-25,2025-02-25,2025-05-08,ad_supported,35-44,tablet,Android,UK,ENG,London,False,2025-05-08
user_1642,2025-08-18,2025-08-18,2025-09-02,premium,35-44,desktop,Windows,UK,ENG,London,False,2025-09-02
user_1643,2025-05-24,2025-05-24,2025-07-24,premium,13-17,tv,Roku,UK,ENG,London,False,2025-07-24
user_1644,2025-08-12,2025-08-12,2025-12-09,ad_supported,55+,tablet,Android,US,WA,Seattle,False,2025-12-09
user_1645,2025-05-13,2025-05-13,2025-06-16,ad_supported,13-17,tablet,Android,US,NY,New York,False,2025-06-16
user_1646,2025-01-29,2025-01-29,2025-07-04,kids,35-44,desktop,Windows,CA,BC,Vancouver,True,2025-07-04
user_1647,2025-09-14,2025-09-14,2026-01-15,premium,13-17,tv,tvOS,UK,ENG,London,False,2026-01-15
user_1648,2025-11-13,2025-11-13,2026-04-10,ad_supported,18-24,tablet,Android,CA,BC,Vancouver,False,2026-04-10
user_1649,2025-05-21,2025-05-21,2025-09-22,ad_supported,45-54,tablet,iOS,US,CA,Los Angeles,False,2025-09-22
user_1650,2025-08-16,2025-08-16,2025-10-21,premium,35-44,desktop,Windows,UK,SCT,Edinburgh,False,2025-10-21
user_1651,2025-06-23,2025-06-23,2025-09-25,ad_supported,45-54,desktop,macOS,CA,ON,Toronto,False,2025-09-25
user_1652,2025-07-12,2025-07-12,2025-11-15,ad_supported,18-24,desktop,Linux,UK,ENG,London,False,2025-11-15
user_1653,2025-03-05,2025-03-05,2025-04-29,premium,25-34,tablet,Android,US,WA,Seattle,False,2025-04-29
user_1654,2025-11-16,2025-11-16,2026-05-13,ad_supported,25-34,desktop,Windows,UK,ENG,London,False,2026-05-13
user_1655,2025-04-03,2025-04-03,2025-07-05,premium,18-24,desktop,Linux,CA,BC,Vancouver,False,2025-07-05
user_1656,2025-01-19,2025-01-19,2025-06-23,premium,18-24,mobile,Android,CA,BC,Vancouver,False,2025-06-23
user_1657,2025-12-24,2025-12-24,2026-02-26,ad_supported,25-34,tv,Android TV,CA,ON,Toronto,False,2026-02-26
user_1658,2025-04-28,2025-04-28,2025-07-09,ad_supported,25-34,tablet,iOS,US,NY,New York,False,2025-07-09
user_1659,2025-12-30,2025-12-30,2026-06-07,kids,25-34,tv,Android TV,US,NY,New York,True,2026-06-07
user_1660,2025-03-14,2025-03-14,2025-04-03,premium,25-34,mobile,Android,CA,BC,Vancouver,False,2025-04-03
user_1661,2025-10-12,2025-10-12,2025-10-17,ad_supported,35-44,desktop,Linux,UK,ENG,London,False,2025-10-17
user_1662,2025-11-30,2025-11-30,2026-01-21,premium,18-24,mobile,Android,CA,ON,Toronto,False,2026-01-21
user_1663,2025-11-20,2025-11-20,2025-12-27,premium,35-44,desktop,Linux,CA,BC,Vancouver,False,2025-12-27
user_1664,2025-03-28,2025-03-28,2025-05-28,ad_supported,13-17,desktop,macOS,CA,BC,Vancouver,False,2025-05-28
user_1665,2025-04-20,2025-04-20,2025-10-08,kids,18-24,tablet,Android,US,CA,San Francisco,True,2025-10-08
user_1666,2025-09-07,2025-09-07,2026-03-04,ad_supported,35-44,mobile,Android,CA,BC,Vancouver,False,2026-03-04
user_1667,2025-07-26,2025-07-26,2025-09-03,ad_supported,35-44,tablet,Android,US,WA,Seattle,False,2025-09-03
user_1668,2025-05-21,2025-05-21,2025-07-07,ad_supported,18-24,tablet,iOS,CA,BC,Vancouver,False,2025-07-07
user_1669,2025-11-08,2025-11-08,2026-04-16,premium,25-34,mobile,iOS,US,CA,San Francisco,False,2026-04-16
user_1670,2025-03-02,2025-03-02,2025-08-02,premium,35-44,tablet,Android,UK,ENG,London,False,2025-08-02
user_1671,2025-01-13,2025-01-13,2025-04-02,ad_supported,25-34,desktop,Windows,UK,ENG,London,False,2025-04-02
user_1672,2025-10-03,2025-10-03,2026-02-11,ad_supported,25-34,mobile,Android,US,NY,New York,False,2026-02-11
user_1673,2025-06-25,2025-06-25,2025-12-21,ad_supported,55+,tv,tvOS,CA,BC,Vancouver,False,2025-12-21
user_1674,2025-09-08,2025-09-08,2026-02-01,ad_supported,13-17,tablet,Android,UK,ENG,London,False,2026-02-01
user_1675,2025-06-08,2025-06-08,2025-08-09,premium,18-24,tablet,Android,US,CA,San Francisco,False,2025-08-09
user_1676,2025-10-31,2025-10-31,2026-02-15,ad_supported,35-44,mobile,Android,CA,ON,Toronto,False,2026-02-15
user_1677,2025-02-02,2025-02-02,2025-04-13,kids,13-17,tv,tvOS,US,CA,San Francisco,True,2025-04-13
user_1678,2025-02-24,2025-02-24,2025-06-19,ad_supported,18-24,tablet,iOS,UK,ENG,London,False,2025-06-19
user_1679,2025-06-11,2025-06-11,2025-06-21,kids,45-54,mobile,Android,US,WA,Seattle,True,2025-06-21
user_1680,2025-10-19,2025-10-19,2026-01-25,premium,18-24,tablet,Android,UK,SCT,Edinburgh,False,2026-01-25
user_1681,2025-10-10,2025-10-10,2026-01-19,ad_supported,55+,tv,tvOS,UK,SCT,Edinburgh,False,2026-01-19
user_1682,2025-05-11,2025-05-11,2025-10-29,ad_supported,18-24,mobile,iOS,US,WA,Seattle,False,2025-10-29
user_1683,2025-01-06,2025-01-06,2025-05-23,kids,25-34,desktop,Linux,US,NY,New York,True,2025-05-23
user_1684,2025-09-10,2025-09-10,2025-12-01,premium,18-24,mobile,iOS,CA,ON,Toronto,False,2025-12-01
user_1685,2025-11-19,2025-11-19,2025-12-05,premium,18-24,desktop,Linux,CA,BC,Vancouver,False,2025-12-05
user_1686,2025-10-21,2025-10-21,2025-12-07,premium,55+,mobile,Android,UK,ENG,London,False,2025-12-07
user_1687,2025-04-23,2025-04-23,2025-06-26,ad_supported,25-34,desktop,Windows,UK,ENG,London,False,2025-06-26
user_1688,2025-09-02,2025-09-02,2026-01-27,ad_supported,25-34,tablet,iOS,US,CA,Los Angeles,False,2026-01-27
user_1689,2025-03-20,2025-03-20,2025-09-15,ad_supported,25-34,tablet,iOS,CA,BC,Vancouver,False,2025-09-15
user_1690,2025-04-28,2025-04-28,2025-06-03,kids,25-34,tablet,Android,CA,BC,Vancouver,True,2025-06-03
user_1691,2025-01-08,2025-01-08,2025-03-19,premium,45-54,mobile,Android,US,CA,San Francisco,False,2025-03-19
user_1692,2025-09-08,2025-09-08,2026-01-31,premium,55+,tablet,Android,CA,BC,Vancouver,False,2026-01-31
user_1693,2025-09-30,2025-09-30,2025-10-23,premium,35-44,desktop,macOS,CA,BC,Vancouver,False,2025-10-23
user_1694,2025-11-07,2025-11-07,2025-11-12,ad_supported,45-54,tablet,iOS,UK,ENG,London,False,2025-11-12
user_1695,2025-03-16,2025-03-16,2025-08-30,ad_supported,18-24,tablet,iOS,UK,SCT,Edinburgh,False,2025-08-30
user_1696,2025-05-24,2025-05-24,2025-06-16,ad_supported,55+,tv,Android TV,UK,SCT,Edinburgh,False,2025-06-16
user_1697,2025-06-22,2025-06-22,2025-07-27,kids,25-34,desktop,Linux,US,NY,New York,True,2025-07-27
user_1698,2025-08-05,2025-08-05,2026-01-13,premium,45-54,mobile,Android,US,NY,New York,False,2026-01-13
user_1699,2025-06-10,2025-06-10,2025-10-28,ad_supported,25-34,tablet,iOS,UK,SCT,Edinburgh,False,2025-10-28
user_1700,2025-10-13,2025-10-13,2026-03-17,premium,25-34,desktop,Windows,CA,BC,Vancouver,False,2026-03-17
user_1701,2025-04-18,2025-04-18,2025-07-31,ad_supported,45-54,tablet,iOS,US,NY,New York,False,2025-07-31
user_1702,2025-03-07,2025-03-07,2025-05-28,ad_supported,18-24,tablet,iOS,UK,ENG,London,False,2025-05-28
user_1703,2025-04-10,2025-04-10,2025-08-09,ad_supported,13-17,tv,Android TV,CA,BC,Vancouver,False,2025-08-09
user_1704,2025-04-16,2025-04-16,2025-06-25,premium,45-54,tablet,Android,UK,ENG,London,False,2025-06-25
user_1705,2025-03-05,2025-03-05,2025-05-10,kids,55+,mobile,iOS,UK,ENG,London,True,2025-05-10
user_1706,2025-05-14,2025-05-14,2025-09-30,ad_supported,18-24,tv,tvOS,UK,ENG,London,False,2025-09-30
user_1707,2025-04-24,2025-04-24,2025-10-07,ad_supported,25-34,tv,tvOS,US,CA,San Francisco,False,2025-10-07
user_1708,2025-11-07,2025-11-07,2026-04-21,ad_supported,45-54,tablet,Android,UK,SCT,Edinburgh,False,2026-04-21
user_1709,2025-07-25,2025-07-25,2025-10-20,ad_supported,18-24,tv,Android TV,UK,ENG,London,False,2025-10-20
user_1710,2025-01-10,2025-01-10,2025-04-14,ad_supported,18-24,tv,tvOS,US,NY,New York,False,2025-04-14
user_1711,2025-04-13,2025-04-13,2025-07-24,ad_supported,45-54,tablet,Android,CA,ON,Toronto,False,2025-07-24
user_1712,2025-02-07,2025-02-07,2025-04-22,ad_supported,13-17,tv,Roku,US,CA,Los Angeles,False,2025-04-22
user_1713,2025-01-16,2025-01-16,2025-06-24,ad_supported,18-24,tablet,Android,CA,ON,Toronto,False,2025-06-24
user_1714,2025-05-02,2025-05-02,2025-09-15,premium,25-34,tv,tvOS,UK,ENG,London,False,2025-09-15
user_1715,2025-07-17,2025-07-17,2025-10-02,premium,45-54,mobile,Android,UK,SCT,Edinburgh,False,2025-10-02
user_1716,2025-03-10,2025-03-10,2025-06-05,ad_supported,25-34,tv,Roku,CA,ON,Toronto,False,2025-06-05
user_1717,2025-07-10,2025-07-10,2025-07-27,ad_supported,25-34,tv,Roku,US,CA,Los Angeles,False,2025-07-27
user_1718,2025-04-15,2025-04-15,2025-09-07,ad_supported,45-54,mobile,Android,UK,ENG,London,False,2025-09-07
user_1719,2025-06-27,2025-06-27,2025-08-18,premium,35-44,mobile,Android,CA,ON,Toronto,False,2025-08-18
user_1720,2025-12-13,2025-12-13,2026-01-19,premium,45-54,tablet,Android,US,CA,San Francisco,False,2026-01-19
user_1721,2025-02-10,2025-02-10,2025-05-02,ad_supported,18-24,tablet,iOS,US,CA,Los Angeles,False,2025-05-02
user_1722,2025-04-12,2025-04-12,2025-09-15,ad_supported,25-34,tv,tvOS,CA,ON,Toronto,False,2025-09-15
user_1723,2025-07-12,2025-07-12,2025-09-20,ad_supported,45-54,desktop,Windows,US,NY,New York,False,2025-09-20
user_1724,2025-07-02,2025-07-02,2025-07-23,ad_supported,25-34,tv,tvOS,UK,SCT,Edinburgh,False,2025-07-23
user_1725,2025-12-17,2025-12-17,2026-05-11,ad_supported,18-24,tablet,Android,UK,ENG,London,False,2026-05-11
user_1726,2025-02-11,2025-02-11,2025-04-21,premium,35-44,desktop,macOS,UK,SCT,Edinburgh,False,2025-04-21
user_1727,2025-09-02,2025-09-02,2026-02-10,ad_supported,25-34,tv,Android TV,UK,ENG,London,False,2026-02-10
user_1728,2025-05-01,2025-05-01,2025-09-11,premium,25-34,desktop,Linux,UK,SCT,Edinburgh,False,2025-09-11
user_1729,2025-11-05,2025-11-05,2026-02-17,premium,18-24,mobile,iOS,US,CA,San Francisco,False,2026-02-17
user_1730,2025-09-05,2025-09-05,2025-11-14,ad_supported,35-44,mobile,iOS,UK,ENG,London,False,2025-11-14
user_1731,2025-07-03,2025-07-03,2025-10-08,premium,25-34,tv,Android TV,CA,BC,Vancouver,False,2025-10-08
user_1732,2025-07-23,2025-07-23,2025-08-24,premium,25-34,tablet,iOS,US,NY,New York,False,2025-08-24
user_1733,2025-07-27,2025-07-27,2026-01-10,ad_supported,13-17,tv,Android TV,UK,SCT,Edinburgh,False,2026-01-10
user_1734,2025-04-13,2025-04-13,2025-05-26,ad_supported,55+,tablet,iOS,CA,BC,Vancouver,False,2025-05-26
user_1735,2025-09-12,2025-09-12,2025-10-20,kids,25-34,desktop,macOS,US,CA,Los Angeles,True,2025-10-20
user_1736,2025-02-13,2025-02-13,2025-07-13,ad_supported,25-34,desktop,macOS,UK,SCT,Edinburgh,False,2025-07-13
user_1737,2025-07-24,2025-07-24,2026-01-06,ad_supported,18-24,desktop,Linux,CA,BC,Vancouver,False,2026-01-06
user_1738,2025-08-16,2025-08-16,2025-12-28,ad_supported,45-54,mobile,Android,US,CA,San Francisco,False,2025-12-28
user_1739,2025-02-24,2025-02-24,2025-07-23,premium,13-17,mobile,iOS,US,NY,New York,False,2025-07-23
user_1740,2025-10-17,2025-10-17,2025-12-11,ad_supported,55+,desktop,Linux,US,WA,Seattle,False,2025-12-11
user_1741,2025-09-04,2025-09-04,2025-12-05,premium,25-34,tv,Roku,UK,ENG,London,False,2025-12-05
user_1742,2025-02-09,2025-02-09,2025-02-12,ad_supported,18-24,mobile,Android,CA,ON,Toronto,False,2025-02-12
user_1743,2025-04-28,2025-04-28,2025-04-30,ad_supported,18-24,tv,Android TV,US,WA,Seattle,False,2025-04-30
user_1744,2025-08-26,2025-08-26,2025-10-21,ad_supported,18-24,desktop,Windows,CA,ON,Toronto,False,2025-10-21
user_1745,2025-02-07,2025-02-07,2025-04-01,ad_supported,25-34,tablet,Android,UK,ENG,London,False,2025-04-01
user_1746,2025-05-31,2025-05-31,2025-07-25,ad_supported,25-34,tv,Roku,US,CA,Los Angeles,False,2025-07-25
user_1747,2025-10-16,2025-10-16,2025-10-31,premium,25-34,mobile,Android,US,NY,New York,False,2025-10-31
user_1748,2025-02-20,2025-02-20,2025-08-15,ad_supported,25-34,tablet,iOS,UK,SCT,Edinburgh,False,2025-08-15
user_1749,2025-06-28,2025-06-28,2025-11-16,premium,18-24,mobile,Android,CA,BC,Vancouver,False,2025-11-16
user_1750,2025-07-22,2025-07-22,2025-10-26,premium,18-24,mobile,iOS,CA,ON,Toronto,False,2025-10-26
user_1751,2025-05-10,2025-05-10,2025-10-15,ad_supported,45-54,mobile,Android,CA,ON,Toronto,False,2025-10-15
user_1752,2025-06-22,2025-06-22,2025-07-29,ad_supported,35-44,mobile,Android,CA,ON,Toronto,False,2025-07-29
user_1753,2025-05-06,2025-05-06,2025-05-22,ad_supported,18-24,desktop,macOS,CA,ON,Toronto,False,2025-05-22
user_1754,2025-10-15,2025-10-15,2026-02-26,ad_supported,13-17,mobile,iOS,US,NY,New York,False,2026-02-26
user_1755,2025-10-02,2025-10-02,2025-11-12,ad_supported,18-24,tv,tvOS,UK,SCT,Edinburgh,False,2025-11-12
user_1756,2025-02-05,2025-02-05,2025-04-17,ad_supported,25-34,tablet,Android,CA,ON,Toronto,False,2025-04-17
user_1757,2025-09-29,2025-09-29,2025-12-14,premium,25-34,tablet,iOS,US,WA,Seattle,False,2025-12-14
user_1758,2025-06-19,2025-06-19,2025-08-01,premium,45-54,tablet,Android,UK,SCT,Edinburgh,False,2025-08-01
user_1759,2025-03-13,2025-03-13,2025-07-31,ad_supported,55+,tv,Android TV,US,NY,New York,False,2025-07-31
user_1760,2025-04-06,2025-04-06,2025-04-08,kids,55+,tablet,Android,UK,ENG,London,True,2025-04-08
user_1761,2025-09-29,2025-09-29,2025-10-19,ad_supported,35-44,tv,Roku,US,NY,New York,False,2025-10-19
user_1762,2025-07-19,2025-07-19,2025-11-17,ad_supported,45-54,mobile,Android,CA,BC,Vancouver,False,2025-11-17
user_1763,2025-03-02,2025-03-02,2025-03-28,ad_supported,45-54,tv,tvOS,UK,ENG,London,False,2025-03-28
user_1764,2025-03-14,2025-03-14,2025-06-13,ad_supported,45-54,tablet,iOS,US,CA,San Francisco,False,2025-06-13
user_1765,2025-04-04,2025-04-04,2025-07-11,ad_supported,45-54,mobile,Android,US,NY,New York,False,2025-07-11
user_1766,2025-02-15,2025-02-15,2025-05-07,ad_supported,25-34,tv,tvOS,US,WA,Seattle,False,2025-05-07
user_1767,2025-01-23,2025-01-23,2025-05-18,ad_supported,45-54,desktop,macOS,UK,ENG,London,False,2025-05-18
user_1768,2025-10-04,2025-10-04,2026-02-26,ad_supported,18-24,tablet,iOS,US,NY,New York,False,2026-02-26
user_1769,2025-07-03,2025-07-03,2025-07-21,ad_supported,35-44,mobile,iOS,US,NY,New York,False,2025-07-21
user_1770,2025-12-26,2025-12-26,2026-03-25,premium,45-54,tablet,iOS,US,CA,Los Angeles,False,2026-03-25
user_1771,2025-10-11,2025-10-11,2026-01-10,premium,25-34,desktop,Linux,CA,BC,Vancouver,False,2026-01-10
user_1772,2025-10-30,2025-10-30,2025-11-05,kids,35-44,mobile,iOS,US,CA,San Francisco,True,2025-11-05
user_1773,2025-12-19,2025-12-19,2026-03-22,ad_supported,35-44,tv,Roku,UK,ENG,London,False,2026-03-22
user_1774,2025-05-14,2025-05-14,2025-09-05,ad_supported,45-54,tv,Roku,UK,ENG,London,False,2025-09-05
user_1775,2025-04-17,2025-04-17,2025-05-21,premium,18-24,tablet,iOS,US,WA,Seattle,False,2025-05-21
user_1776,2025-09-09,2025-09-09,2026-01-30,premium,18-24,mobile,iOS,CA,BC,Vancouver,False,2026-01-30
user_1777,2025-08-20,2025-08-20,2025-09-05,ad_supported,18-24,tv,Roku,US,WA,Seattle,False,2025-09-05
user_1778,2025-12-18,2025-12-18,2025-12-26,ad_supported,18-24,desktop,Linux,UK,ENG,London,False,2025-12-26
user_1779,2025-01-24,2025-01-24,2025-06-10,premium,13-17,tablet,iOS,UK,SCT,Edinburgh,False,2025-06-10
user_1780,2025-03-31,2025-03-31,2025-05-25,ad_supported,18-24,tv,tvOS,US,WA,Seattle,False,2025-05-25
user_1781,2025-02-12,2025-02-12,2025-06-09,premium,45-54,tv,Android TV,CA,ON,Toronto,False,2025-06-09
user_1782,2025-07-05,2025-07-05,2025-08-25,ad_supported,25-34,tv,Roku,CA,BC,Vancouver,False,2025-08-25
user_1783,2025-10-18,2025-10-18,2026-01-22,premium,25-34,tablet,Android,UK,SCT,Edinburgh,False,2026-01-22
user_1784,2025-02-11,2025-02-11,2025-04-02,ad_supported,25-34,mobile,Android,CA,ON,Toronto,False,2025-04-02
user_1785,2025-07-16,2025-07-16,2025-09-11,premium,18-24,tv,tvOS,CA,BC,Vancouver,False,2025-09-11
user_1786,2025-10-14,2025-10-14,2025-11-28,premium,18-24,mobile,iOS,CA,ON,Toronto,False,2025-11-28
user_1787,2025-01-30,2025-01-30,2025-06-14,kids,55+,tv,tvOS,UK,SCT,Edinburgh,True,2025-06-14
user_1788,2025-11-10,2025-11-10,2026-02-18,ad_supported,35-44,desktop,Linux,CA,BC,Vancouver,False,2026-02-18
user_1789,2025-10-06,2025-10-06,2026-03-10,premium,45-54,desktop,Windows,CA,ON,Toronto,False,2026-03-10
user_1790,2025-06-20,2025-06-20,2025-10-21,ad_supported,35-44,desktop,Linux,US,CA,Los Angeles,False,2025-10-21
user_1791,2025-08-13,2025-08-13,2025-09-14,ad_supported,35-44,mobile,Android,US,NY,New York,False,2025-09-14
user_1792,2025-09-29,2025-09-29,2026-01-22,premium,45-54,mobile,iOS,UK,ENG,London,False,2026-01-22
user_1793,2025-06-16,2025-06-16,2025-08-24,premium,25-34,desktop,Windows,UK,ENG,London,False,2025-08-24
user_1794,2025-07-19,2025-07-19,2025-09-13,premium,45-54,desktop,Linux,UK,ENG,London,False,2025-09-13
user_1795,2025-09-30,2025-09-30,2025-10-30,ad_supported,35-44,tablet,Android,US,CA,San Francisco,False,2025-10-30
user_1796,2025-12-10,2025-12-10,2025-12-19,ad_supported,13-17,tv,tvOS,US,WA,Seattle,False,2025-12-19
user_1797,2025-05-31,2025-05-31,2025-06-18,premium,35-44,mobile,iOS,CA,ON,Toronto,False,2025-06-18
user_1798,2025-06-29,2025-06-29,2025-08-12,ad_supported,18-24,tablet,Android,UK,ENG,London,False,2025-08-12
user_1799,2025-01-18,2025-01-18,2025-07-13,ad_supported,25-34,mobile,Android,CA,ON,Toronto,False,2025-07-13
user_1800,2025-12-29,2025-12-29,2026-04-12,ad_supported,25-34,tablet,iOS,US,WA,Seattle,False,2026-04-12
user_1801,2025-06-05,2025-06-05,2025-07-22,ad_supported,13-17,mobile,Android,US,NY,New York,False,2025-07-22
user_1802,2025-08-28,2025-08-28,2025-09-11,ad_supported,18-24,tablet,iOS,UK,SCT,Edinburgh,False,2025-09-11
user_1803,2025-05-22,2025-05-22,2025-08-13,premium,13-17,tv,Android TV,CA,BC,Vancouver,False,2025-08-13
user_1804,2025-07-30,2025-07-30,2025-10-11,premium,13-17,mobile,iOS,US,CA,San Francisco,False,2025-10-11
user_1805,2025-12-28,2025-12-28,2026-05-19,ad_supported,35-44,tablet,Android,CA,ON,Toronto,False,2026-05-19
user_1806,2025-04-18,2025-04-18,2025-09-23,kids,18-24,tablet,iOS,UK,ENG,London,True,2025-09-23
user_1807,2025-03-02,2025-03-02,2025-03-27,ad_supported,45-54,tablet,Android,US,NY,New York,False,2025-03-27
user_1808,2025-04-05,2025-04-05,2025-05-10,ad_supported,25-34,tablet,iOS,US,NY,New York,False,2025-05-10
user_1809,2025-03-14,2025-03-14,2025-07-05,ad_supported,35-44,desktop,macOS,UK,SCT,Edinburgh,False,2025-07-05
user_1810,2025-02-15,2025-02-15,2025-08-03,ad_supported,25-34,tv,Roku,US,CA,San Francisco,False,2025-08-03
user_1811,2025-01-15,2025-01-15,2025-06-13,ad_supported,55+,mobile,iOS,UK,ENG,London,False,2025-06-13
user_1812,2025-08-25,2025-08-25,2025-12-19,ad_supported,45-54,tv,tvOS,UK,SCT,Edinburgh,False,2025-12-19
user_1813,2025-01-24,2025-01-24,2025-02-02,premium,13-17,desktop,Linux,UK,ENG,London,False,2025-02-02
user_1814,2025-09-02,2025-09-02,2025-11-01,ad_supported,45-54,desktop,macOS,US,NY,New York,False,2025-11-01
user_1815,2025-07-26,2025-07-26,2026-01-11,ad_supported,13-17,desktop,macOS,US,WA,Seattle,False,2026-01-11
user_1816,2025-12-29,2025-12-29,2026-04-20,premium,55+,mobile,iOS,CA,ON,Toronto,False,2026-04-20
user_1817,2025-12-08,2025-12-08,2026-06-06,ad_supported,25-34,desktop,Windows,CA,BC,Vancouver,False,2026-06-06
user_1818,2025-09-20,2025-09-20,2026-02-16,premium,35-44,tv,Android TV,US,NY,New York,False,2026-02-16
user_1819,2025-11-11,2025-11-11,2025-12-29,kids,25-34,mobile,iOS,US,CA,Los Angeles,True,2025-12-29
user_1820,2025-07-22,2025-07-22,2026-01-01,premium,25-34,mobile,iOS,US,WA,Seattle,False,2026-01-01
user_1821,2025-01-05,2025-01-05,2025-06-04,ad_supported,45-54,tablet,iOS,US,NY,New York,False,2025-06-04
user_1822,2025-01-11,2025-01-11,2025-03-13,ad_supported,25-34,mobile,iOS,US,CA,Los Angeles,False,2025-03-13
user_1823,2025-06-30,2025-06-30,2025-07-11,ad_supported,18-24,desktop,Windows,US,CA,San Francisco,False,2025-07-11
user_1824,2025-02-13,2025-02-13,2025-03-23,ad_supported,45-54,desktop,Linux,UK,SCT,Edinburgh,False,2025-03-23
user_1825,2025-10-11,2025-10-11,2025-10-13,kids,35-44,tv,tvOS,CA,BC,Vancouver,True,2025-10-13
user_1826,2025-08-23,2025-08-23,2026-01-22,ad_supported,13-17,desktop,macOS,CA,BC,Vancouver,False,2026-01-22
user_1827,2025-01-10,2025-01-10,2025-04-12,ad_supported,25-34,tablet,iOS,UK,ENG,London,False,2025-04-12
user_1828,2025-10-10,2025-10-10,2025-12-27,premium,45-54,desktop,Windows,CA,BC,Vancouver,False,2025-12-27
user_1829,2025-04-22,2025-04-22,2025-06-05,ad_supported,45-54,tv,Roku,UK,ENG,London,False,2025-06-05
user_1830,2025-10-07,2025-10-07,2025-12-04,ad_supported,13-17,desktop,Windows,US,WA,Seattle,False,2025-12-04
user_1831,2025-09-10,2025-09-10,2026-01-11,premium,18-24,desktop,Linux,US,WA,Seattle,False,2026-01-11
user_1832,2025-11-07,2025-11-07,2026-03-25,ad_supported,35-44,tv,Roku,UK,SCT,Edinburgh,False,2026-03-25
user_1833,2025-07-26,2025-07-26,2025-09-05,ad_supported,18-24,tv,Roku,CA,ON,Toronto,False,2025-09-05
user_1834,2025-09-27,2025-09-27,2025-11-25,ad_supported,25-34,mobile,Android,UK,ENG,London,False,2025-11-25
user_1835,2025-10-07,2025-10-07,2025-12-25,kids,18-24,mobile,Android,UK,SCT,Edinburgh,True,2025-12-25
user_1836,2025-05-01,2025-05-01,2025-09-16,ad_supported,18-24,desktop,macOS,CA,ON,Toronto,False,2025-09-16
user_1837,2025-05-13,2025-05-13,2025-09-19,ad_supported,25-34,mobile,Android,UK,SCT,Edinburgh,False,2025-09-19
user_1838,2025-12-07,2025-12-07,2026-01-27,premium,18-24,tv,tvOS,UK,SCT,Edinburgh,False,2026-01-27
user_1839,2025-05-27,2025-05-27,2025-11-01,kids,45-54,tablet,Android,CA,BC,Vancouver,True,2025-11-01
user_1840,2025-07-16,2025-07-16,2025-09-09,ad_supported,18-24,desktop,macOS,UK,ENG,London,False,2025-09-09
user_1841,2025-09-12,2025-09-12,2025-10-05,premium,25-34,tv,Android TV,US,WA,Seattle,False,2025-10-05
user_1842,2025-02-09,2025-02-09,2025-05-12,kids,25-34,mobile,iOS,US,NY,New York,True,2025-05-12
user_1843,2025-08-16,2025-08-16,2026-01-12,ad_supported,18-24,tv,Android TV,CA,BC,Vancouver,False,2026-01-12
